ID_Ville;Code_INSEE;Libelle_Commune;Organisme;Adresse_organisme;Code_ZIP;Commune;Telephone;Email;Site_Internet;Code_Region;Libelle_Region;Latitude;Longitude;Code_ZE2010;Libelle_Zone;Population;Academie;Code_Departement;Libelle_Departement;Libelle_Intercommunalite;Code_Arrondissement;Code_Canton
160;4194;Saint-Pierre;Mairie de Saint-Pierre;Salle Polyvalente;6260;Saint-Pierre;493058017;mairiedesaintpierre@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.913052;6.923962;9307;Nice;98;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
161;4195;Saint-Pons;Mairie de Saint-Pons;Le Village;4400;Saint-Pons;492810925;mairie-saintpons-ubaye@orange.fr;http://www.saintpons-ubaye.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.3922042847;6.62841176987;9304;Gap;638;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Vall??e de l'Ubaye - Serre-Pon??on;1;1
162;4197;Sainte-Tulle;Mairie de Sainte-Tulle;Avenue de la R??publique;4220;Sainte-Tulle;492782006;elus@mairie-saintetulle.fr;http://www.ville-sainte-tulle.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.7863006592;5.76748991013;9302;Manosque;3486;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Durance-Lub??ron-Verdon Agglom??ration;4;9
163;4199;Saint-Vincent-sur-Jabron;Mairie de Saint-Vincent-sur-Jabron;Le Village;4200;Saint-Vincent-sur-Jabron;492620056;mairie.stvincentsurjabron@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.1706008911;5.74211978912;9301;Digne-les-Bains;202;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Jabron-Lure-Van??on-Durance;4;14
164;4200;Salignac;Mairie de Salignac;Le Village;4290;Salignac;492613128;salignachp@orange.fr;http://www.salignac04.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.1573566;5.984447;9301;Digne-les-Bains;655;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Jabron-Lure-Van??on-Durance;4;14
165;4201;Saumane;Mairie de Saumane;Place de la R??publique;4150;Saumane;492733822;mairie-de-saumane@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.0920829773;5.69087219238;9302;Manosque;121;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Haute-Provence-Pays de Banon;4;11
166;4202;Sausses;Mairie de Sausses;Place Saint-Joseph;4320;Sausses;493054556;secretaire@mairie-de-sausses.org;;93;PROVENCE-ALPES-COTE D'AZUR;44.0082855225;6.7808880806;9307;Nice;129;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
167;4203;Selonnet;Mairie de Selonnet;Place du Village;4140;Selonnet;492350638;accueil@selonnet.fr;http://www.selonnet.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.371093;6.312353;9301;Digne-les-Bains;473;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;13
168;4204;Senez;Mairie de Senez;Le Village;4330;Senez;492342104;mairie@senez.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.9141235352;6.40624904633;9301;Digne-les-Bains;171;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;12
169;4205;Seyne-les-Alpes;Mairie de Seyne-les-Alpes;Grande rue;4140;Seyne-les-Alpes;492350042;mairie@seynelesalpes.fr;http://www.seynelesalpes.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.3511009216;6.35526990891;9301;Digne-les-Bains;1388;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;13
170;4206;Sigonce;Mairie de Sigonce;Place de la Mairie;4300;Sigonce;492750396;mairie.sigonce@wanadoo.fr;http://www.sigonce.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.997001;5.840755;9302;Manosque;439;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Pays Forcalquier et Montagne de Lure;4;6
171;4207;Sigoyer;Mairie de Sigoyer;Le Village;4200;Sigoyer;492621533;mairiesigoyer04@orange.fr;http://www.mairie-sigoyer04.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.3186836243;5.95877695084;9301;Digne-les-Bains;109;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
172;4208;Simiane-la-Rotonde;Mairie de Simiane-la-Rotonde;Le Haut-Village;4150;Simiane-la-Rotonde;492759140;communedesimiane@wanadoo.fr;http://www.simiane-la-rotonde.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.9807014465;5.56187009811;9316;Cavaillon - Apt;612;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Haute-Provence-Pays de Banon;4;11
173;4209;Sisteron;Mairie de Sisteron;Place de la R??publique;4200;Sisteron;492610037;mairie@sisteron.fr;http://www.sisteron.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.1949005127;5.94269990921;9301;Digne-les-Bains;7697;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;14
174;4210;Soleilhas;Mairie de Soleilhas;Rue Clastre;4120;Soleilhas;493604287;mairie-de-soleilhas@alsatis.net;http://www.soleilhas.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8569908142;6.64974308014;9307;Nice;104;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
175;4211;Sourribes;Mairie de Sourribes;Place Albert-Burle;4290;Sourribes;492643024;mairie.sourribes@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.1474876404;6.01553297043;9301;Digne-les-Bains;181;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Jabron-Lure-Van??on-Durance;4;14
176;4214;Tartonne;Mairie de Tartonne;Le Village;4330;Tartonne;492342179;tartonne-mairie@tartonne.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.070548;6.388269;9301;Digne-les-Bains;136;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;12
177;4216;Th??ze;Mairie de Th??ze;Chemin de l'????clause;4200;Th??ze;492621294;mairie.theze@wanadoo.fr;http://www.comcom-lamotte-turriers.com;93;PROVENCE-ALPES-COTE D'AZUR;44.320061;5.924602;9301;Digne-les-Bains;240;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
178;4217;Thoard;Mairie de Thoard;Boulevard Paul-Avignon;4380;Thoard;492346374;mairie.thoard@wanadoo.fr;http://www.thoard.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.1503753662;6.14889287949;9301;Digne-les-Bains;741;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;4
179;4218;Thorame-Basse;Mairie de Thorame-Basse;Le Village;4170;Thorame-Basse;492839297;mairie.thoramebasse@orange.fr;http://www.thorame-basse.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.0908203125;6.49931383133;9301;Digne-les-Bains;229;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
180;4219;Thorame-Haute;Mairie de Thorame-Haute;Le Village;4170;Thorame-Haute;492839086;mairie.thoramehaute@orange.fr;http://www.thorame-haute.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.0971488953;6.55540323257;9301;Digne-les-Bains;246;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
181;4220;Les Thuiles;Mairie des Thuiles;Place Fernand-Gilly;4400;Les Thuiles;492811003;mairie.lesthuiles@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.3934020996;6.57057189941;9304;Gap;412;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Vall??e de l'Ubaye - Serre-Pon??on;1;1
182;4222;Turriers;Mairie de Turriers;Place Pierre-Franco;4250;Turriers;492551128;mairie.turriers04@wanadoo.fr;http://www.turriers.com;93;PROVENCE-ALPES-COTE D'AZUR;44.4014129639;6.1684718132;9304;Gap;327;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
183;4224;Ubraye;Mairie d'Ubraye;Le Village;4240;Ubraye;492832828;mairie-ubraye@orange.fr;http://ubraye.free.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.9083518982;6.69632482529;9307;Nice;93;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
184;4226;Uvernet-Fours;Mairie d'Uvernet-Fours;Place de la Mairie;4400;Uvernet-Fours;492808000;mairie.uvernet-fours@orange.fr;http://www.uvernet-fours.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.3591346741;6.62754583359;9304;Gap;600;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Vall??e de l'Ubaye - Serre-Pon??on;1;1
185;4227;Vach??res;Mairie de Vach??res;Place de la Mairie;4110;Vach??res;492756215;mairievach@wanadoo.fr;http://www.mairie-vacheres.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.9311099;5.637707;9302;Manosque;290;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Haute-Provence-Pays de Banon;4;11
186;4228;Valavoire;Mairie de Valavoire;Le Village;4250;Valavoire;964266250;mairie-de-valavoire@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.27908;6.066376;9301;Digne-les-Bains;40;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
187;4229;Valbelle;Mairie de Valbelle;Le Village;4200;Valbelle;492628659;mairiedevalbelle@wanadoo.fr;http://www.jabrondelure.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.1509895325;5.87633991241;9301;Digne-les-Bains;285;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Jabron-Lure-Van??on-Durance;4;14
188;4230;Valensole;Mairie de Valensole;Place Fr??d??ric-Mistral;4210;Valensole;492748013;mairie.valensole@wanadoo.fr;http://www.valensole.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.837600708;5.98710012436;9302;Manosque;3263;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Durance-Lub??ron-Verdon Agglom??ration;4;15
189;4231;Valernes;Mairie de Valernes;Le Village;4200;Valernes;492621646;mairie-de-valernes@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.2616920471;5.95892000198;9301;Digne-les-Bains;256;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
190;4233;Vaumeilh;Mairie de Vaumeilh;Le Village;4200;Vaumeilh;492621006;mairie.vaumeilh@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.288618;5.95779;9301;Digne-les-Bains;271;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC du Sisteronais-Bu??ch;4;13
191;4234;Venterol;Mairie de Venterol;Le Village;5130;Venterol;492541212;mairie.venterol@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4447097778;6.09953308105;9304;Gap;243;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Serre-Pon??on Val d'Avance;4;13
192;4235;Verdaches;Mairie de Verdaches;Le Village;4140;Verdaches;492351099;mairie.de.verdaches@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.2631835938;6.34111213684;9301;Digne-les-Bains;60;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;13
193;4236;Vergons;Mairie de Vergons;Le Village;4170;Vergons;492890019;;;93;PROVENCE-ALPES-COTE D'AZUR;43.9133682251;6.58890676498;9301;Digne-les-Bains;111;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
194;4237;Le Vernet;Mairie du Vernet;Le Village;4140;Le Vernet;492350284;le-vernet.mairie@wanadoo.fr;http://www.mairie-le-vernet.info;93;PROVENCE-ALPES-COTE D'AZUR;44.2774200439;6.38946294785;9301;Digne-les-Bains;132;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;13
195;4240;Villars-Colmars;Mairie de Villars-Colmars;Quartier La Foulerie;4370;Villars-Colmars;492834301;mairievillarscolmars@wanadoo.fr;http://www.villars-colmars.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.1665802002;6.60637187958;9301;Digne-les-Bains;250;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;"""CC Alpes-Provence-Verdon """"Sources de lumi??re""""""";2;2
196;4241;Villemus;Mairie de Villemus;Rue de la Mairie;4110;Villemus;492764472;mairie.villemus@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.8592758179;5.70096588135;9302;Manosque;194;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CC Haute-Provence-Pays de Banon;4;11
197;4242;Villeneuve;Mairie de Villeneuve;Place Aim??-Aillaud;4180;Villeneuve;492784231;elus@villeneuve.fr;http://www.mairie-villeneuve.fr;93;PROVENCE-ALPES-COTE D'AZUR;43.8944436;5.8611957;9302;Manosque;4271;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Durance-Lub??ron-Verdon Agglom??ration;4;10
198;4244;Volonne;Mairie de Volonne;1 place Charles-de-Gaulle;4290;Volonne;492640757;mairie.volonne@mairie-volonne.eu;http://www.mairie-volonne.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.1111023;6.0136923;9301;Digne-les-Bains;1687;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglom??ration;3;3
199;4245;Volx;Mairie de Volx;Place des F??libres;4130;Volx;492701800;accueil.volx@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;43.8769989014;5.84197998047;9302;Manosque;3246;Aix-Marseille;4;ALPES-DE-HAUTE-PROVENCE;CA Durance-Lub??ron-Verdon Agglom??ration;4;8
202;5004;Ancelle;Mairie d'Ancelle;Le Village;5260;Ancelle;492508305;mairie@ancelle.fr;http://www.ancelle.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.6238861084;6.20542001724;9304;Gap;931;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
205;5008;Aspremont;Mairie d'Aspremont;Route d??partementale 1075;5140;Aspremont;492586427;aspremont@wanadoo.fr;http://www.aspremont05.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.4924507141;5.7280049324;9304;Gap;362;Aix-Marseille;5;HAUTES-ALPES;CC Bu??ch-D??voluy;2;13
206;5009;Aspres-l??s-Corps;Mairie d'Aspres-les-Corps;Le Faux;5800;Aspres-l??s-Corps;492552067;mairie.aspres-les-corps@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.8016662598;5.98105812073;9304;Gap;107;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
207;5010;Aspres-sur-Bu??ch;Mairie d'Aspres-sur-Bu??ch;Grand'rue;5140;Aspres-sur-Bu??ch;492586034;mairie.aspres-sur-buech@wanadoo.fr;http://www.mairie-aspres-sur-buech.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.5220985413;5.75262022018;9304;Gap;831;Aix-Marseille;5;HAUTES-ALPES;CC Bu??ch-D??voluy;2;13
208;5011;Avan??on;Mairie d'Avan??on;Le Village;5230;Avan??on;492503014;mairieavancon@wanadoo.fr;http://avancon.valleedelavance.com;93;PROVENCE-ALPES-COTE D'AZUR;44.525534;6.185435;9304;Gap;413;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on Val d'Avance;2;14
209;5012;Baratier;Mairie de Baratier;Place du Village;5200;Baratier;492432586;mairie.baratier@wanadoo.fr;http://www.baratier.net;93;PROVENCE-ALPES-COTE D'AZUR;44.538643;6.4957035;9304;Gap;613;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on;2;5
210;5013;Barcillonnette;Mairie de Barcillonnette;Le Village;5110;Barcillonnette;492542580;mairie.barci05@gmail.com;http://www.barcillonnette.eu;93;PROVENCE-ALPES-COTE D'AZUR;44.4350852966;5.91923713684;9304;Gap;141;Aix-Marseille;5;HAUTES-ALPES;CA Gap-Tallard-Durance;2;14
211;5014;Barret-sur-M??ouge;Mairie de Barret-sur-M??ouge;Le Village;5300;Barret-sur-M??ouge;492651093;mairie.barretsurmeouge@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.2615013123;5.73504018784;9301;Digne-les-Bains;223;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;11
212;5016;La B??tie-Montsal??on;Mairie de La B??tie-Montsal??on;Le Village;5700;La B??tie-Montsal??on;492571510;mairie.labatie-montsaleon@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4558448792;5.75111818314;9304;Gap;255;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;13
213;5017;La B??tie-Neuve;Mairie de La B??tie-Neuve;32 place de la Mairie;5230;La B??tie-Neuve;492503223;commune.de.la.batie.neuve@wanadoo.fr;http://www.commune-la-batie-neuve.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.5655708313;6.195707798;9304;Gap;2585;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on Val d'Avance;2;4
214;5018;La B??tie-Vieille;Mairie de La B??tie-Vieille;Le Village;5000;La B??tie-Vieille;492514973;mairie.labatie-vieille@wanadoo.fr;http://la-batie-vieille.valleedelavance.com;93;PROVENCE-ALPES-COTE D'AZUR;44.5532226562;6.1632027626;9304;Gap;354;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on Val d'Avance;2;14
215;5019;La Beaume;Mairie de La Beaume;Le Village;5140;La Beaume;492586561;la-beaume@wanadoo.fr;http://labeaume-05.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.5539741516;5.63649511337;9304;Gap;157;Aix-Marseille;5;HAUTES-ALPES;CC Bu??ch-D??voluy;2;13
216;5021;Le Bersac;Mairie du Bersac;L'Ubac;5700;Le Bersac;492670806;mairie@lebersac.fr;http://www.lebersac.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.4118629;5.750465;9304;Gap;148;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;13
217;5022;Br??ziers;Mairie de Br??ziers;Le Village;5190;Br??ziers;492551810;mairie.breziers392@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4275283813;6.19955015182;9304;Gap;233;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on Val d'Avance;2;4
219;5024;Valdoule;Mairie de Bruis;Le Village;5150;Bruis;492660309;mairie.bruis@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4675559998;5.51379203796;9304;Gap;225;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;13
220;5025;Buissard;Mairie de Buissard;Les Rissents;5500;Buissard;492504228;mairie.buissard05@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.6571273804;6.14544677734;9304;Gap;215;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
223;5028;Chabestan;Mairie de Chabestan;Le Village;5400;Chabestan;492572677;mairie.chabestan@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4780693054;5.78297901154;9304;Gap;133;Aix-Marseille;5;HAUTES-ALPES;CC Bu??ch-D??voluy;2;13
224;5029;Chabottes;Mairie de Chabottes;Route des ????crins-la-Haute-Plaine;5260;Chabottes;492504070;mairiechabottes@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.6551742554;6.17610406876;9304;Gap;848;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
226;5032;Champol??on;Mairie de Champol??on;Les Borels;5260;Champol??on;492559032;mairie.champoleon05@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.7206115723;6.25925111771;9304;Gap;143;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
227;5033;Chanousse;Mairie de Chanousse;Le Village;5700;Chanousse;492662159;mairiedechanousse@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.356016;5.656797;9301;Digne-les-Bains;39;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;13
228;5035;Ch??teauneuf-d'Oze;Mairie de Ch??teauneuf-d'Oze;Le Village;5400;Ch??teauneuf-d'Oze;492571189;mairie.chateauneufdoze.1@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.5120353699;5.86455392838;9304;Gap;31;Aix-Marseille;5;HAUTES-ALPES;CC Bu??ch-D??voluy;2;15
229;5036;Ch??teauroux-les-Alpes;Mairie de Ch??teauroux-les-Alpes;Les Aubergeries;5380;Ch??teauroux-les-Alpes;492432204;mairie.05380@wanadoo.fr;http://www.chateauroux-les-alpes.com;93;PROVENCE-ALPES-COTE D'AZUR;44.6138687134;6.52092981339;9304;Gap;1229;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on;2;5
230;5037;Ch??teauvieux;Mairie de Ch??teauvieux;Les Rougiers;5000;Ch??teauvieux;492541213;mairie.chateauvieux05@wanadoo.fr;http://chateauvieux05.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.4843559265;6.05084609985;9304;Gap;509;Aix-Marseille;5;HAUTES-ALPES;CA Gap-Tallard-Durance;2;14
232;5039;Aubessagne;Mairie de Chauffayer;Quartier Le Serre;5800;Chauffayer;492552243;mairie.chauffayer@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.752368927;6.0087480545;9304;Gap;705;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
233;5040;Chorges;Mairie de Chorges;Grande rue;5230;Chorges;492506030;mairie@mairie-chorges.fr;http://www.mairie-chorges.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.545716;6.275548;9304;Gap;3053;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on;2;4
234;5043;Aubessagne;Mairie des Costes;Le Village;5500;Les Costes;492500172;mairiedescostes@gmail.com;;93;PROVENCE-ALPES-COTE D'AZUR;44.7456169128;6.03348493576;9304;Gap;705;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
235;5044;Cr??voux;Mairie de Cr??voux;Le Village;5200;Cr??voux;492431811;mairie@crevoux.fr;http://www.mairie.crevoux.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.5481491089;6.60892009735;9304;Gap;133;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on;2;5
236;5045;Crots;Mairie de Crots;Place des Ballerins;5200;Crots;492431305;mairie.crots@wanadoo.fr;http://www.crots.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.5341758728;6.47116613388;9304;Gap;1102;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on;2;5
237;5046;Embrun;Mairie d'Embrun;Place Barthelon;5208;Embrun Cedex;492446600;secretariat.maire@ville-embrun.fr;http://www.ville-embrun.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.5644378662;6.49561500549;9304;Gap;6566;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on;2;5
238;5047;????ourres;Mairie d'????ourres;Le Village;5300;????ourres;492652049;mairie.eourres@wanadoo.fr;http://www.eourres.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.2133619;5.698618;9301;Digne-les-Bains;141;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;11
239;5048;L'????pine;Mairie de L'????pine;Le Village;5700;L'????pine;492660024;mairie.de.lepine@wanadoo.fr;http://www.mairielepine-hautesalpes.com;93;PROVENCE-ALPES-COTE D'AZUR;44.41664505;5.61563396454;9304;Gap;202;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;13
240;5049;Esparron;Mairie d'Esparron;Le Village;5110;Esparron;492542487;mairie.esparron@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4535259;5.903086;9304;Gap;51;Aix-Marseille;5;HAUTES-ALPES;CA Gap-Tallard-Durance;2;14
241;5050;Espinasses;Mairie d'Espinasses;Avenue de l'Espine;5190;Espinasses;492544455;mairie.espinasses@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4677505493;6.2187628746;9304;Gap;806;Aix-Marseille;5;HAUTES-ALPES;CC Serre-Pon??on Val d'Avance;2;4
242;5051;????toile-Saint-Cyrice;Mairie d'????toile-Saint-Cyrice;Le Village;5700;????toile-Saint-Cyrice;492663047;mairie.etoile05@wanadoo.fr;http://www.etoilestcyrice.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.3165054321;5.62834405899;9301;Digne-les-Bains;32;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;13
244;5053;Garde-Colombe;Mairie de Garde-Colombe;10 avenue L??on-Trinquier;5300;Garde-Colombe;492662369;mairie@garde-colombe.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.345419;5.772318;9301;Digne-les-Bains;548;Aix-Marseille;5;HAUTES-ALPES;CC du Sisteronais-Bu??ch;2;13
245;5054;La Fare-en-Champsaur;Mairie de La Fare-en-Champsaur;Les Barraques;5500;La Fare-en-Champsaur;492501035;la-fare.mairie@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.675365448;6.07217407227;9304;Gap;441;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
246;5055;La Faurie;Mairie de La Faurie;Route des ????coles;5140;La Faurie;492581784;la.faurie@wanadoo.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.520275116;5.75483083725;9304;Gap;329;Aix-Marseille;5;HAUTES-ALPES;CC Bu??ch-D??voluy;2;13
247;5056;Forest-Saint-Julien;Mairie de Forest-Saint-Julien;Manse;5260;Forest-Saint-Julien;492504384;mairie.forest.st.julien@wanadoo.fr;http://mairieforeststjulien.wordpress.com;93;PROVENCE-ALPES-COTE D'AZUR;44.6451225281;6.13068723679;9304;Gap;339;Aix-Marseille;5;HAUTES-ALPES;CC Champsaur-Valgaudemar;2;12
248;5057;Fouillouse;Mairie de Fouillouse;Le Village;5130;Fouillouse;492541423;mairie.fouillouse@orange.fr;;93;PROVENCE-ALPES-COTE D'AZUR;44.4579849243;6.00276994705;9304;Gap;248;Aix-Marseille;5;HAUTES-ALPES;CA Gap-Tallard-Durance;2;14
250;5059;La Freissinouse;Mairie de La Freissinouse;Quartier des ????coles;5000;La Freissinouse;492578008;mairie@lafreissinouse.fr;http://www.lafreissinouse.fr;93;PROVENCE-ALPES-COTE D'AZUR;44.5417328;6.0142829;9304;Gap;870;Aix-Marseille;5;HAUTES-ALPES;CA Gap-Tallard-Durance;2;14
